id	filename	md5	size	state
a8730810-55ce-487f-b632-4274cb52ea4e	24228f13-4f30-42ca-b6f9-6436b6d7fafd.rna_seq.transcriptome.gdc_realn.bam	8e3acda652e172de9fb1511a931a7785	23045086138	released
645200a6-c3de-4da8-92d1-a72dc0e8a3f2	c61544fc-82f5-4cb0-87b2-8cbcf097d236.rna_seq.chimeric.gdc_realn.bam	b5823cd7afde28f0c5a81e6a8b99c55a	115883895	released
b8122fd8-e105-4da0-8e65-11a0ecb6f99a	2ce6dfe3-d7ee-4b2c-8a07-5ee2c0a302f6.rna_seq.transcriptome.gdc_realn.bam	cc023baf95f2f3217f894a88eb6e8f09	20134854766	released
f19023db-df5b-464d-8c7e-fb9625d26150	2ce6dfe3-d7ee-4b2c-8a07-5ee2c0a302f6.rna_seq.genomic.gdc_realn.bam	7b000b5573a9a243d86dbd26c4c759aa	10414847679	released
d08b7e11-ffac-4045-99b0-8368db8b550d	2ce6dfe3-d7ee-4b2c-8a07-5ee2c0a302f6.rna_seq.chimeric.gdc_realn.bam	f838a492b9ff5103f9de3568e0010e74	151645055	released
947a3a87-c828-48a3-9801-045ac499a1c8	e5d85fc1-3b6f-45ec-8e5c-be5e687e74fc.rna_seq.transcriptome.gdc_realn.bam	f526fafc6afc8debd22aa0b586a0b386	21959463577	released
76847c85-3eb5-46e4-9082-58782da15f27	51b6b248-7043-479e-a475-12bcabdc196d.rna_seq.genomic.gdc_realn.bam	da0b8630123cc57d51710a7703b5a26b	11242294967	released
dc80f16a-b5f3-4aac-bf63-0092ee6869e5	047084d3-1ac6-45dd-a371-bd04996aea73.rna_seq.genomic.gdc_realn.bam	4341819021326cf25e3113a1f6e8a9ab	10075828436	released
edb24f0b-06bb-4316-9710-1cf71d2a7900	669d674e-ba80-4ed7-8c7f-0d784b191cce.rna_seq.genomic.gdc_realn.bam	21f68cb6f055b44561fb8ad841a0ba02	11326318724	released
3456f7c7-bcff-442e-a6da-44cd528713e0	047084d3-1ac6-45dd-a371-bd04996aea73.rna_seq.chimeric.gdc_realn.bam	bcbcc38a9ab458b679e4cdb44302261b	97812436	released
a32d8dba-8d8d-4fe7-bd6c-9840c651d952	a21a6095-be14-43f5-82b7-26e25366ce5e.rna_seq.chimeric.gdc_realn.bam	50d7962b1416f35b1d8334f459fadc17	72837464	released
eb5a9d21-7602-413a-9beb-a2d08f7658a3	02fa5857-6b6e-446e-b345-503378a380af.rna_seq.transcriptome.gdc_realn.bam	19053b2bdac1a240c51f0b6e7fa3ebd7	28950207335	released
4652be29-9283-4706-8f23-5b26e36fd637	4f9f0f9d-e52e-4dcd-b8db-bdbf6efb0498.rna_seq.genomic.gdc_realn.bam	429c4717cbf0ab1ff1398ebf6c1bd94f	10644683157	released
a6420342-f558-4802-81a7-e67bc38e9c27	7d801f86-b522-4aa9-aeef-a833c7022845.rna_seq.transcriptome.gdc_realn.bam	b8b5664d92a08fec8deb4cc6add0e63c	22332563913	released
c483b651-4de5-40d8-847d-a22443429932	7d801f86-b522-4aa9-aeef-a833c7022845.rna_seq.chimeric.gdc_realn.bam	188dd3712da8f91c6ea57c2325adb8d2	353683655	released
c8a73dec-13fb-4f6e-bc24-d5357eff095a	9486b219-f0e6-482c-9714-f5b0abe674c6.rna_seq.genomic.gdc_realn.bam	701d9920376b70a4bab0b6f2736d733e	12690308231	released
ff39e5f1-6729-4489-8cdf-b284b5be03ac	f4685cd5-81e5-4882-a132-261c0d875129.rna_seq.chimeric.gdc_realn.bam	bc8b1de5784a6cebda7dab929aee562b	316653370	released
c8c48d17-725f-4a7c-94b9-d42c4a378623	be1a49ba-778b-4365-9a52-947006b46520.rna_seq.chimeric.gdc_realn.bam	e5a397c916ce328460f1594fdf16f9f0	197830945	released
6e5c427f-28c6-4670-8f31-775e741146a6	3a92d17a-c907-4be3-9b33-5a094a9ec8ed.rna_seq.transcriptome.gdc_realn.bam	a7a17713c41ed8bc337cb5c14eb621d7	17236279100	released
28d39181-5eda-4447-9604-25caea1701aa	3a92d17a-c907-4be3-9b33-5a094a9ec8ed.rna_seq.chimeric.gdc_realn.bam	b8af00183dbe5cc69c2ff742a175da86	74209828	released
fd4e9de6-dd8a-4010-96b1-04a184fea4fc	b50c3465-05fa-49fc-8c33-db8e5d555ec2.rna_seq.genomic.gdc_realn.bam	7fcac729f362416d48f3cf583ecc5026	12245583926	released
66adee4d-3564-4ad7-a732-aa74ce5c294f	b50c3465-05fa-49fc-8c33-db8e5d555ec2.rna_seq.transcriptome.gdc_realn.bam	ac8a7a51344f252b2ddcc9259231224d	25649369467	released
b19fc644-abd4-4c5f-880d-31064868a0d6	3a92d17a-c907-4be3-9b33-5a094a9ec8ed.rna_seq.genomic.gdc_realn.bam	37753844e92676c15dd92cd4f54e7703	11133596670	released
9563fe08-aaa6-4942-b1a6-74bd8ab4e123	69c97ac0-0b86-4b98-b1a9-9414f2d82934.rna_seq.chimeric.gdc_realn.bam	ac8ec8ca7dc8cd7adc6be32c1c8c6472	174272211	released
e3e0f1ed-f3cd-4de1-a8fc-cc5497f8f25b	d35316ab-d48c-4218-a9a5-f511af7d409b.rna_seq.chimeric.gdc_realn.bam	071b1f7c646076bf182ef6c6a0f30342	85404710	released
e114a1f4-bc06-4d58-9693-76998fb2d6e5	d35316ab-d48c-4218-a9a5-f511af7d409b.rna_seq.transcriptome.gdc_realn.bam	32b07ae262d912133d82ef2d89548b5f	14192541516	released
e29fe8b5-9f3f-4fb1-90e8-d19e86b195dd	d35316ab-d48c-4218-a9a5-f511af7d409b.rna_seq.genomic.gdc_realn.bam	aa3abf9b07d68b8e0b708d2fecd6cec5	8577879025	released
a40b71d3-7966-45fd-8ae1-c49c5cd9f433	69c97ac0-0b86-4b98-b1a9-9414f2d82934.rna_seq.transcriptome.gdc_realn.bam	822bd6c04dc39ce3ef7ce33d644b0d1e	23377679973	released
c13ccfe3-e836-4e7f-aa7c-2de50784ed50	69c97ac0-0b86-4b98-b1a9-9414f2d82934.rna_seq.genomic.gdc_realn.bam	5278bce35564b3b3854b00cc0908056a	9560566902	released
946592b5-cd06-4a37-b577-ce0aba291b8e	6cce681a-c53d-43e8-b946-014417dd0e14.rna_seq.transcriptome.gdc_realn.bam	a243ce9e48b5604ad7f7581c7f3dfa31	16216322310	released
194cfa7b-23d3-46dc-9fa9-8f88f7c3b546	6cce681a-c53d-43e8-b946-014417dd0e14.rna_seq.chimeric.gdc_realn.bam	ae6dfef8dddd118968f7fcaf48234e69	194548681	released
3049f2d9-320d-41b4-9e88-6fec623f9682	6cce681a-c53d-43e8-b946-014417dd0e14.rna_seq.genomic.gdc_realn.bam	1389c45cbb3afb8ea9f326b8efb94ae9	11432088956	released
f019a72d-fbc5-45c7-8fe1-88c5fb548fce	3e38f148-0992-492f-b203-2830d97c20ca.rna_seq.transcriptome.gdc_realn.bam	0eb54baa7ed2530a41e69897b038feb4	18640660100	released
760b162f-a728-47af-8c9f-b8021162d44c	3e38f148-0992-492f-b203-2830d97c20ca.rna_seq.chimeric.gdc_realn.bam	250af00ce841bbcbb33fe3cd759883e7	133686138	released
760cef56-a5e4-4a2a-94be-2632a0ac5f88	24228f13-4f30-42ca-b6f9-6436b6d7fafd.rna_seq.chimeric.gdc_realn.bam	7d904bd6bc97420f78ff3985691c8171	162356444	released
61041c7f-7aa8-45fb-9d6e-00770d68500a	13dbfe38-a034-495d-913b-fc298db6cbb2.rna_seq.transcriptome.gdc_realn.bam	285df850941a43b556e7b2cd83c43b51	17076452132	released
e0d38ab4-7994-4773-a1d4-6d88868f4809	13dbfe38-a034-495d-913b-fc298db6cbb2.rna_seq.chimeric.gdc_realn.bam	e546d63b6631bc32d6ebff7cb6550792	145917915	released
39b2df50-3b9a-43e2-864f-a22eb5e30148	c61544fc-82f5-4cb0-87b2-8cbcf097d236.rna_seq.genomic.gdc_realn.bam	ece78c8927fb3dec5f61e54a21719eb2	9461060105	released
c26579fb-25da-4f9c-8a73-75f2f6633f90	c61544fc-82f5-4cb0-87b2-8cbcf097d236.rna_seq.transcriptome.gdc_realn.bam	9e82410f61130b978b068694efd6eada	16202898031	released
b1aa53cd-c351-44b8-9a65-c57917415f62	13dbfe38-a034-495d-913b-fc298db6cbb2.rna_seq.genomic.gdc_realn.bam	6c52de0dbb50255f54fe34df3839e9ef	7439449115	released
b6a491ec-fbc8-407c-8d7a-71da2a5e04e4	e5d85fc1-3b6f-45ec-8e5c-be5e687e74fc.rna_seq.genomic.gdc_realn.bam	77892c56a30c668a5de2e01d97a8339c	11080953450	released
3dd04ff6-765d-46a2-b429-45f8d3e4a453	e5d85fc1-3b6f-45ec-8e5c-be5e687e74fc.rna_seq.chimeric.gdc_realn.bam	13c1cf100147d015733fba30f268ed91	115755899	released
8f9cdc84-0ecb-41b9-b052-95af76bf1278	800dfa92-b17f-42b9-9cc2-6c3e25ef18e0.rna_seq.chimeric.gdc_realn.bam	0d349db49c83ffbd348244c8b6efa130	129412790	released
f3ba1ba6-c64c-4187-9682-121e9a6e26e7	51b6b248-7043-479e-a475-12bcabdc196d.rna_seq.transcriptome.gdc_realn.bam	a0ced7b14a0243b50096261d48bd448c	24312776438	released
176d23a5-43a1-400e-92fd-8b189073bb35	78c24e28-6d74-432b-a887-986324050ca8.rna_seq.genomic.gdc_realn.bam	c3b0c1a698fc78e7571b8a5191bcb96a	11954130668	released
5b60ff13-0496-4c7d-b250-25fe844cd1e0	78c24e28-6d74-432b-a887-986324050ca8.rna_seq.transcriptome.gdc_realn.bam	97aeffa06207bd36e64f37e4be74bc6e	25991418506	released
159af74d-1f76-42de-ab4f-e749055cfa9f	59951003-6784-410a-b2b3-785829af5c9b.rna_seq.chimeric.gdc_realn.bam	059adece1e1aec1a00d33c2d84dd60a6	241234193	released
6135f0e7-dcef-41e0-b670-bf28d4ccee17	a21a6095-be14-43f5-82b7-26e25366ce5e.rna_seq.transcriptome.gdc_realn.bam	1a1abbc5e637b4bd84ec84ea7e661b3f	17849273356	released
5c45161f-cdb3-46d9-989a-00ae4ef3d5a9	a21a6095-be14-43f5-82b7-26e25366ce5e.rna_seq.genomic.gdc_realn.bam	d8f465bc27aa138cc5149fa2c4803535	12403132193	released
5de701fe-d021-4fa7-8f06-bf5c5ad977cf	48e51035-6bdb-45e3-ba73-4dde0717f133.rna_seq.genomic.gdc_realn.bam	a75b110ce49c44aa62d7c1a5ca43d9b4	11340953343	released
55f988b8-b171-4c1f-be2a-20470a6dc4e3	faf8c295-d95e-4653-a199-99d1c362a99e.rna_seq.transcriptome.gdc_realn.bam	56513aaf11cd44f47ad0c0b3468a123c	21318828320	released
51fdb723-7fd6-4ed0-9f28-b7c68d2a344e	787da4be-431e-491d-b936-7066fda89dd6.rna_seq.chimeric.gdc_realn.bam	ea9f4f88a01372e9045aad9ad2020a20	264661304	released
fbd89f1d-71d0-4d5e-86dd-f40ea895c9db	787da4be-431e-491d-b936-7066fda89dd6.rna_seq.transcriptome.gdc_realn.bam	2f137aabf21936dad863dc9f6ba9f652	21170303627	released
0a36eb6a-704e-457d-854a-af016c0b65f4	f805802f-4440-4b99-be69-a2d35258ab26.rna_seq.transcriptome.gdc_realn.bam	0e9f2bc504f50c5cee721c0990221605	25154617401	released
4c647b1c-10b1-4e62-a4a1-53a46341e4bd	3e38f148-0992-492f-b203-2830d97c20ca.rna_seq.genomic.gdc_realn.bam	ac5029e3429b7a66220e977298af0b32	8224852814	released
ebbad74a-6a52-4578-96d5-8f9d8a570a62	31c76b3c-7a94-4f7e-9fb8-774fc30ffa97.rna_seq.genomic.gdc_realn.bam	663d2db4c0d62b308984d1890de44d61	8805855541	released
46a2923a-a3ab-4061-829a-9ef653b457c7	24228f13-4f30-42ca-b6f9-6436b6d7fafd.rna_seq.genomic.gdc_realn.bam	521ed8b7f6a1e355564d8dc274c6b649	11117040710	released
ae604bd5-cca1-4469-a018-8979d306eca8	90d4b245-231c-4d60-bbab-eb52f72b0ee6.rna_seq.chimeric.gdc_realn.bam	465091230be666357753ce5278997859	165274932	released
7fd98c14-c5ba-44e0-8e70-9b6c5152a83f	800dfa92-b17f-42b9-9cc2-6c3e25ef18e0.rna_seq.genomic.gdc_realn.bam	257da039ea9e8ab0f9a6f19b381f0248	11360241559	released
9a633e1e-e465-447b-8271-016d384df960	800dfa92-b17f-42b9-9cc2-6c3e25ef18e0.rna_seq.transcriptome.gdc_realn.bam	477371c77409a39d003e56110a2a345c	13721732598	released
ff6fdb1c-a042-41b8-9231-0c156b68a7fc	51b6b248-7043-479e-a475-12bcabdc196d.rna_seq.chimeric.gdc_realn.bam	5181c775062414e3c7f3bc995bfd9081	357119774	released
cea25e59-4e34-4ada-9e2e-ac7fa90ec0a4	78c24e28-6d74-432b-a887-986324050ca8.rna_seq.chimeric.gdc_realn.bam	91afbf1372fe092eb9fa57847d024b34	382517619	released
30fd53fe-9273-4795-9f10-431b48193fd0	59951003-6784-410a-b2b3-785829af5c9b.rna_seq.genomic.gdc_realn.bam	ca29e4f6dfbaac3a9c62e5255b30befe	9831141849	released
50d32567-82c0-415e-a76d-841985e9d5af	047084d3-1ac6-45dd-a371-bd04996aea73.rna_seq.transcriptome.gdc_realn.bam	d5e67f43b34bea82cf7bb99616a166fc	22936326439	released
6f74d43c-ddd9-4a4f-9e30-fe445bc9b367	669d674e-ba80-4ed7-8c7f-0d784b191cce.rna_seq.transcriptome.gdc_realn.bam	356bf45eb6be394373c402cb9588b2e6	24682314101	released
93192ec4-86ad-433f-bb9b-21ae8abe1d3d	59951003-6784-410a-b2b3-785829af5c9b.rna_seq.transcriptome.gdc_realn.bam	538ba3e96c435a71acf8c14086c47830	13898949085	released
6a82a2ad-fe7e-48dc-a392-6ca579c3217e	669d674e-ba80-4ed7-8c7f-0d784b191cce.rna_seq.chimeric.gdc_realn.bam	4979aa617c363ed86d64ae453a75d234	187274801	released
c123ae42-1743-444a-a9fb-e336aa317f7f	48e51035-6bdb-45e3-ba73-4dde0717f133.rna_seq.transcriptome.gdc_realn.bam	64673dcfb03802ef3a4b00e911a01941	14181542682	released
ccca179e-b806-4667-b783-70f2945bc45b	48e51035-6bdb-45e3-ba73-4dde0717f133.rna_seq.chimeric.gdc_realn.bam	c2a7d0678e04cbbd91ec92ed9b062206	238148339	released
5dffa840-f72c-46ef-b032-00cc0334bb54	faf8c295-d95e-4653-a199-99d1c362a99e.rna_seq.chimeric.gdc_realn.bam	c5f3b937252693e373d7ae4ee0066751	151691464	released
299b20e8-e8e6-4cf8-84ae-5d012e0d4197	faf8c295-d95e-4653-a199-99d1c362a99e.rna_seq.genomic.gdc_realn.bam	e1e7fde971439f6c3a4ce606d49ca0f8	9634571350	released
446aff24-1503-4362-bb7c-fe825e0f2c7a	02fa5857-6b6e-446e-b345-503378a380af.rna_seq.chimeric.gdc_realn.bam	1a215d57209b190afbcd34d4d9b3ac83	264576498	released
cc549a59-a919-4132-8e97-71ec246a580a	787da4be-431e-491d-b936-7066fda89dd6.rna_seq.genomic.gdc_realn.bam	8809f2bba8fa520d2d1e7a2b10e39814	9313157109	released
f01591ec-8a95-4d0b-ad3b-bdebf8181a1e	02fa5857-6b6e-446e-b345-503378a380af.rna_seq.genomic.gdc_realn.bam	95fc0abff3b4666b682864d80f86e639	13564978549	released
2f9048a3-e17f-4ae7-9870-7551d16940ec	4f9f0f9d-e52e-4dcd-b8db-bdbf6efb0498.rna_seq.chimeric.gdc_realn.bam	cc72d528f65461353ebd7f7da7359f0c	198745646	released
e55978f3-73ca-4212-b7c1-25b4eaf2dd54	4f9f0f9d-e52e-4dcd-b8db-bdbf6efb0498.rna_seq.transcriptome.gdc_realn.bam	15531de0965e5d8bca6a9523f4b2515c	13542408028	released
1a15e373-2676-4ac5-acb8-94ec1a21d4c9	7d801f86-b522-4aa9-aeef-a833c7022845.rna_seq.genomic.gdc_realn.bam	5d688e542b1f859f6fc38e09ac069364	10529556765	released
76f97891-2e08-42d1-8063-d5d39980d3d2	9486b219-f0e6-482c-9714-f5b0abe674c6.rna_seq.transcriptome.gdc_realn.bam	0957a22aeacc0424241cab043e8a53ee	20148784187	released
80b90ce4-6ab8-47eb-9eb5-a3ba10fbf72c	9486b219-f0e6-482c-9714-f5b0abe674c6.rna_seq.chimeric.gdc_realn.bam	72756f9782c45461595603f4f33cbc43	257494522	released
f53cc739-a20d-4820-8e39-77c8fd7e10f3	f4685cd5-81e5-4882-a132-261c0d875129.rna_seq.genomic.gdc_realn.bam	3331062c6ac599f0f098ddf3f1324089	10799627649	released
e8c7a06e-3d9b-4ad2-9469-41274343d0b8	f4685cd5-81e5-4882-a132-261c0d875129.rna_seq.transcriptome.gdc_realn.bam	0e068f487c8b795c4a015a592fb936b7	26883474282	released
6f5ad8e0-3437-4d2d-81e1-2cc21039a054	be1a49ba-778b-4365-9a52-947006b46520.rna_seq.transcriptome.gdc_realn.bam	88dae78a2765731f76d87bb115606422	19213292111	released
7da6c0c9-ee35-4f30-91fe-88b42918c387	b50c3465-05fa-49fc-8c33-db8e5d555ec2.rna_seq.chimeric.gdc_realn.bam	bc5388b63d328834503263f16baaf1ea	171283735	released
d46a6cd0-9e2d-460a-875c-ec0789cb6e07	7ec3bd64-1279-4ea5-9e19-143b82bb3cb7.rna_seq.chimeric.gdc_realn.bam	7a1e1354d7ed954ecba20340cf1ebf4f	36228860	released
27b321b1-f5df-4169-9fd8-98cfdc30954e	a685b3dc-6d02-41b9-80d9-16115ae20ea0.rna_seq.chimeric.gdc_realn.bam	2a89b594bd32e6c086e0c257d5269235	176813110	released
f4ae1891-d7c3-4103-badf-03b06b87474f	ecff2531-9355-4921-953a-e8e3af839f29.rna_seq.transcriptome.gdc_realn.bam	1229b81fe1c6a5d4062570e1083c61ea	15000395583	released
6ee0dadb-54ea-48fe-8b63-c35d9c582d56	30eec36e-2dd6-49da-b987-673bc34ee8c0.rna_seq.transcriptome.gdc_realn.bam	05f49b5f64d64ff5ca6e8f238e0dc49e	18611882442	released
9bf9ebf0-04a9-4e68-a7bb-e712433231d9	7ec3bd64-1279-4ea5-9e19-143b82bb3cb7.rna_seq.transcriptome.gdc_realn.bam	e5847352d6e3f7949d8393c8a7f73a99	21517054410	released
cd9db72b-458a-429a-8ecf-74c2517254f7	ecff2531-9355-4921-953a-e8e3af839f29.rna_seq.chimeric.gdc_realn.bam	9471420eb311120d1c21ffe2619db621	52971720	released
abdc5dd8-21a4-45d0-b937-8e0b7aaadcee	8a8e8358-e701-485a-a36f-cee9ff67b6b8.rna_seq.genomic.gdc_realn.bam	d5dc8a3f995ee3638e24ef0eef80769a	13945294140	released
cdf14c2f-362c-41ec-bf1e-5157f867e229	8a8e8358-e701-485a-a36f-cee9ff67b6b8.rna_seq.transcriptome.gdc_realn.bam	4eb49a172bbfe430e9520cdde0519d7c	20401028591	released
d6a315c5-9070-458d-a8d5-ff7c4ef2f2e7	8a8e8358-e701-485a-a36f-cee9ff67b6b8.rna_seq.chimeric.gdc_realn.bam	80c3c9a85ed5058ea23329ba11163d74	57433853	released
7ad05c6a-1e77-487f-ad18-e7d6f6ce5e74	335c55da-a31c-4807-95a4-989687fcf992.rna_seq.genomic.gdc_realn.bam	624c5ab055cfd065e081a5c3a0caa4da	9284322142	released
02d1d3a4-fc8e-4965-8077-c81c6035ae75	335c55da-a31c-4807-95a4-989687fcf992.rna_seq.chimeric.gdc_realn.bam	86254342244e650b38920e2ffe653c45	137829968	released
468f154d-488e-4bd0-bc10-b91b121c39d2	335c55da-a31c-4807-95a4-989687fcf992.rna_seq.transcriptome.gdc_realn.bam	b5ff7bb5af66e9bad9f5cde13b0dcec2	24660259109	released
5f493b0c-59b7-4ed2-ac5f-82598bede1dd	30eec36e-2dd6-49da-b987-673bc34ee8c0.rna_seq.genomic.gdc_realn.bam	31b7e44d9ef64a90540a12969d101828	14590952140	released
563e14fe-a9b6-4390-8a3c-dcc1e8bb3c61	30eec36e-2dd6-49da-b987-673bc34ee8c0.rna_seq.chimeric.gdc_realn.bam	c942da27d7686bbe978790acdf05980e	86710317	released
ac17d044-91e1-4a1a-8d80-587338da3b8a	7ec3bd64-1279-4ea5-9e19-143b82bb3cb7.rna_seq.genomic.gdc_realn.bam	8ed48e897d25ff404269781783c11bea	17272119336	released
bf76a338-e279-4dfa-b71c-1d50b7224f4a	a685b3dc-6d02-41b9-80d9-16115ae20ea0.rna_seq.genomic.gdc_realn.bam	6bed8d5b2e385dc5daa7a57fd40f817c	12320505388	released
af585562-b00b-48e8-879e-999e681334b1	a685b3dc-6d02-41b9-80d9-16115ae20ea0.rna_seq.transcriptome.gdc_realn.bam	9dfa1434aecf83d17d49f236bb9a7f73	28061413299	released
5c3fc051-6982-4d4e-a930-e8f32323c244	163bc8ab-36cf-4f6a-99b8-69be8b0f3f39.rna_seq.genomic.gdc_realn.bam	b87e3ef84da109f88e68a6462808bffe	14264302948	released
da955ae2-b744-4442-b0a7-8f5dcff02992	bb5549e5-138a-44b2-a266-65669009eaf1.rna_seq.transcriptome.gdc_realn.bam	2f8b7c804436797a9b32c64ad5b1af70	20203888276	released
fd4f0a32-226f-4b92-8cc4-00582b18af70	68d4ff57-ddc9-4517-b978-82ab2c38dc02.rna_seq.chimeric.gdc_realn.bam	92b7457088cc542692e4ef48a94ba425	95710727	released
2e8d5d1e-7363-494c-a8a5-738ab8319bbb	68d4ff57-ddc9-4517-b978-82ab2c38dc02.rna_seq.transcriptome.gdc_realn.bam	f8f7510a0036179b0eecaca961f3d597	23511347719	released
442bcf22-9224-4383-bd92-369c2ff78f41	68d4ff57-ddc9-4517-b978-82ab2c38dc02.rna_seq.genomic.gdc_realn.bam	4d81a1e2a395807e043228a1747eaf7f	17212914847	released
d1e7aeeb-bf14-47ca-b668-1c51a4b902a1	163bc8ab-36cf-4f6a-99b8-69be8b0f3f39.rna_seq.chimeric.gdc_realn.bam	bc5e3d00a972ff56dc292046d861a752	132744395	released
fb0c46d6-9bd0-4f70-840c-6452f01f1fcd	be1a49ba-778b-4365-9a52-947006b46520.rna_seq.genomic.gdc_realn.bam	c65d86a0b689ba83bcf6008dba380ee0	9312135090	released
d34978f2-b6ee-42eb-a7b7-1a83960f07ec	3aec3d76-4e39-449e-83c7-8cca50155a14.rna_seq.transcriptome.gdc_realn.bam	299416363b1e76b5b6424f8dd357478d	24953997877	released
96052dfa-0eb4-4b68-80b8-1d99418b21bd	bb5549e5-138a-44b2-a266-65669009eaf1.rna_seq.chimeric.gdc_realn.bam	6aa58cc6f0f611f10f5bc5e4dc3fee0d	201191367	released
de849bf7-5a55-4d4e-b374-8f1a0046db21	3aec3d76-4e39-449e-83c7-8cca50155a14.rna_seq.genomic.gdc_realn.bam	4cf7d19f3370d619dbc5c98b706806ff	10337446917	released
80e070d8-e219-40ff-9d3a-2e0bb4ee89e7	bb5549e5-138a-44b2-a266-65669009eaf1.rna_seq.genomic.gdc_realn.bam	74554737fd187b9d3ac70e630cfc84be	10997010895	released
011dc243-b5ec-484e-aaad-4df6fa12119a	163bc8ab-36cf-4f6a-99b8-69be8b0f3f39.rna_seq.transcriptome.gdc_realn.bam	92aeb42b717b87cbf5df14de7a595bb3	22218047614	released
bf9103bb-bbef-4fbf-baa4-14164bbfe830	3aec3d76-4e39-449e-83c7-8cca50155a14.rna_seq.chimeric.gdc_realn.bam	2678125954de5c4668294e5d132f7238	137244474	released
